episode,step,action_index,action_label,reward,loss,done,mission_status,battery_pct,attitude_error,fuel_units,last_action_result
5,19,12,stabilize_attitude,0.250000,0.021881,0,degraded,100.000,0.000,33.500,attitude stabilization burn; pointing error 0.00deg
5,20,7,restore_load:transponder,-0.250000,0.135730,0,degraded,100.000,0.000,32.000,transponder already online
5,21,28,diagnostic_scan:comms,0.050000,0.203581,0,degraded,100.000,0.000,30.500,diag-scan comms: transponder=online signal=25.0dB comms_fault=False pending_cycle=False
5,22,19,switch_attitude_reference:sun_sensor,-0.050000,0.140975,0,degraded,100.000,0.000,29.000,attitude reference set to sun_sensor
5,23,13,switch_to_thruster_control,-0.250000,0.058005,0,degraded,100.000,0.000,27.500,already in thruster mode
5,24,3,shed_load:transponder,-0.150000,0.095246,0,degraded,100.000,0.000,26.000,transponder powered off
5,25,12,stabilize_attitude,0.250000,0.022340,0,degraded,100.000,0.000,22.500,attitude stabilization burn; pointing error 0.00deg
5,26,12,stabilize_attitude,0.250000,0.021462,0,degraded,100.000,0.000,19.000,attitude stabilization burn; pointing error 0.00deg
5,27,17,switch_attitude_reference:star_tracker,-0.050000,0.255031,0,degraded,100.000,0.000,17.500,attitude reference set to star_tracker
5,28,6,restore_load:heaters,-0.250000,0.130697,0,degraded,100.000,0.000,16.000,heaters already online
5,29,1,shed_load:science_b,-0.250000,0.065859,0,degraded,100.000,0.000,14.500,science_b already offline
5,30,22,query_power_level:solar_a,0.000000,0.132084,0,degraded,100.000,0.000,13.000,diag: solar_a output=90.0W health=1.00 (panel nominal)
5,31,0,shed_load:science_a,-0.150000,0.156211,0,degraded,100.000,0.000,11.500,science_a powered off
5,32,28,diagnostic_scan:comms,0.050000,0.107919,0,degraded,100.000,0.000,10.000,diag-scan comms: transponder=offline signal=0.0dB comms_fault=False pending_cycle=True
5,33,30,resume_nominal,-0.550000,0.047369,0,degraded,100.000,0.000,8.500,refused: 1 unresolved fault(s) — resolve before resuming nominal
5,34,26,diagnostic_scan:power,0.050000,0.126802,0,degraded,100.000,0.000,7.000,diag-scan power: bat=100.0% solar=148.1W load=50.0W net=positive pcf=False
5,35,24,query_attitude,0.000000,0.087307,0,degraded,100.000,0.000,5.500,diag: mode=thruster err=0.00deg rw=failed ref=star_tracker st_bias=0.0 gyro_bias=0.7
5,36,3,shed_load:transponder,-0.250000,0.113461,0,degraded,100.000,0.000,4.000,transponder already offline
5,37,19,switch_attitude_reference:sun_sensor,-0.050000,0.073503,0,degraded,100.000,0.000,2.500,attitude reference set to sun_sensor
5,38,29,safe_mode,-0.250000,0.110441,0,degraded,100.000,0.000,1.000,safe mode engaged; non-essentials shed
5,39,27,diagnostic_scan:attitude,-9.900000,51.550201,1,lost,100.000,1.500,0.000,diag-scan attitude: mode=thruster err=0.00deg rw_deg=0.96 st_fault=False ref=sun_sensor
